State,Year,total_emissions_excluding_lucf,total_emissions_including_lucf,total_co2,total_ch4,total_n2o,total_f_gas,emission_by_energy,emission_by_industrial,emission_by_agriculture,emission_by_waste,emission_by_forestry,emission_by_bunker_fuel,emission_sub_electric,emission_sub_commercial,emission_sub_residential,emission_sub_industrial,emission_sub_transportation,emission_sub_fugitive,state_gdp,population,total_energy_use
Alabama,1990,142.6596173,100.2894252,108.7964039,30.3826084,5.4995939,0.5684567,121.2733409,2.5338356,6.3239897,5.5025423,-48.2956099,0.0,51.3916009,2.3174761,3.1945076,21.3945825,28.6849649,21.3983836,83766.0,4050055.0,41970.97941
Alabama,1991,146.5712282,104.8887123,112.8281644,30.0860005,5.495659,0.551307,125.0809921,2.4871053,6.1764012,5.6948112,-48.4412625,0.022603908,55.3707234,1.9094394,3.1228425,21.5710751,29.2994633,21.0886431,86115.0,4099156.0,42409.62845
Alabama,1992,152.7041185,112.7517324,119.4407324,28.9611064,5.6397422,0.5793626,130.6798637,2.4897182,6.2060175,5.9669233,-48.2199013,0.022894892,58.1824244,2.008612,3.3176036,24.1210089,30.099162,19.767581,89814.0,4154014.0,44186.34984
Alabama,1993,156.1671559,109.163465,123.7996805,27.0317022,6.013421,0.6447658,132.8649808,3.0379275,6.5157204,6.0321451,-53.287276,0.020905596,64.1934895,1.9578865,3.4994458,22.2733976,30.1664364,17.6848014,91168.0,4214202.0,45543.39747
Alabama,1994,156.4085941,108.7253201,122.2413427,29.6655078,5.7149803,0.7766258,132.9197674,3.3492963,6.2277882,6.1824399,-53.7638023,0.022805487,60.1045691,1.9613428,3.3748822,23.1362753,31.406455,20.1360231,94803.0,4260229.0,47841.19572
Alabama,1995,166.5692763,122.7368256,129.7310248,32.4717722,5.6981661,1.0533428,142.2239076,3.5256031,6.223966,6.3293613,-52.7576839,0.020169326,65.8083178,1.8736957,3.3852405,23.7374564,32.9092051,22.7364862,98024.0,4296800.0,49704.60365
Alabama,1996,171.1134205,127.8494191,135.6124428,30.0515443,5.8699722,1.2448633,146.1319226,3.6972242,6.2984441,6.472179,-53.0518253,0.016045263,71.0871374,2.0625597,3.8007992,24.4369832,32.3361531,20.2374052,101379.0,4331102.0,50526.05947
Alabama,1997,169.6632061,127.3837972,135.9882144,27.8097517,5.6439113,1.4240559,142.6640394,5.6530112,5.8467883,6.5988873,-52.2027073,0.016268954,69.4406028,2.3005315,3.3726079,24.4739026,31.988477,18.2492957,122541.0,4367935.0,49709.36637
Alabama,1998,167.7254046,125.2636963,133.8736536,27.8343272,5.7718302,1.5187638,140.4503588,5.8428945,5.9021314,6.7146268,-52.0344232,0.013043265,70.4240386,1.8117768,3.1318165,21.806119,32.5774057,18.2821824,126309.0,4404701.0,50864.86779
Alabama,1999,168.8333989,126.8117918,135.7383937,27.0238223,5.4726202,1.6782872,142.1679179,5.7593455,5.5673988,6.4167474,-51.903439,0.002419978,71.5661695,2.0819096,3.3375869,21.9768565,32.8792784,17.8668142,130898.0,4430141.0,51950.13798
Alabama,2000,174.6746211,133.2938534,141.6002013,26.9722193,5.2445121,1.7654173,147.8009219,5.8412186,5.3458319,6.4789548,-52.3478704,0.007422068,76.4869603,2.141831,3.6869123,21.44663,34.1550648,17.8601625,132699.0,4452173.0,53212.4604
Alabama,2001,165.1486963,121.4009301,133.4470234,25.3795153,5.3064479,1.8429676,138.480264,5.8682772,5.4097096,6.7914729,-52.4891191,0.012839181,73.6970434,2.0588365,3.5497115,18.5291879,32.0783786,16.255004,133888.0,4467634.0,48332.08348
Alabama,2002,168.7894029,124.91348,138.7733803,23.2952688,5.0404459,1.9114278,141.3938692,6.2840353,5.2756783,7.0259595,-53.1012977,0.008210844,77.2070016,1.8968407,3.2621025,18.507887,33.8688068,14.008599,137086.0,4480089.0,49868.19931
Alabama,2003,170.3943794,126.7772231,139.9872483,23.6897333,5.0381886,1.9616502,142.4099985,6.5770621,5.4438833,6.9268203,-53.1683961,0.007670649,77.9445487,2.0023394,3.1056702,19.5791142,32.7679854,14.3352828,140020.0,4503491.0,49674.94375
Alabama,2004,172.5823751,129.1927181,142.5272644,22.9858906,5.1051586,2.0075546,144.2155307,6.7938455,5.4753407,6.8493447,-53.3643569,0.036434483,77.4387523,2.0526672,3.0010979,19.9517761,35.1021346,13.8238601,146937.0,4530729.0,52537.11173
Alabama,2005,172.7147736,128.7781583,143.8848966,21.5977925,4.8928721,2.0614017,144.4817819,6.7209936,5.3053177,7.077153,-53.7142245,0.00701234,81.1308898,1.7550495,2.7322834,18.750894,34.896367,12.3719828,150968.0,4569805.0,52074.85069
Alabama,2006,175.3679173,130.9629511,146.7882921,21.3293654,4.6953393,2.1516193,146.4644682,7.1297447,5.1670653,7.3271399,-54.4069322,0.008670166,83.4578961,2.1100721,2.5153943,18.3123416,35.3285989,12.0103028,153681.0,4628981.0,53043.19484
Alabama,2007,178.2416716,134.6367715,148.1007884,23.0501378,4.7662393,2.2565892,148.9405388,7.080127,5.3295118,7.5294731,-54.3108937,0.009817712,85.7549269,1.8872856,2.3877803,17.778048,35.5317736,13.4835184,155388.0,4672840.0,52753.6013
Alabama,2008,173.20905,127.6012139,140.2131981,27.0158169,4.663076,2.395072,144.6011471,6.8334116,5.2973561,7.4159787,-54.870375,0.010230344,80.884397,1.9026531,2.5449814,17.4675448,32.7894174,17.6650414,155870.0,4718206.0,50866.37976
Alabama,2009,152.0031502,101.0346506,120.0007067,26.9276878,4.2985674,2.5447861,126.3444649,5.5012814,5.1999381,7.4258008,-55.2347692,0.01071878,66.3744624,1.8006657,2.5257594,14.4264252,31.6702039,17.5730116,149843.0,4757938.0,46042.67669
Alabama,2010,164.6313869,116.0727241,132.9895572,25.8141559,4.25095,2.6970005,137.5511429,6.3430563,5.136477,7.0032896,-55.5255615,0.012381474,76.72615,2.0114355,2.8916532,15.5500842,31.9903409,16.7581712,153839.0,4784762.0,49342.23373
Alabama,2011,159.0868886,107.2164877,129.5220606,23.5423398,4.0469281,2.7370733,133.4272338,5.6555,4.9605898,6.9353209,-56.8543123,0.009569609,74.0586208,1.9505987,2.3813473,15.9407137,32.0207422,14.6437387,155390.0,4803689.0,48666.96066
Alabama,2012,151.458331,96.4231382,123.3270058,22.0360226,3.9963928,2.7390689,126.4948896,5.8918888,5.0237589,5.8757388,-57.7843987,0.008619683,66.6505545,1.6947284,1.7873304,17.6588416,31.5027204,13.7967091,186553.9,4815588.0,1890289.0
Alabama,2013,149.4466698,94.3727178,121.2898413,21.3703369,4.5385652,2.7572569,123.9319991,6.0647147,5.5956958,5.5516706,-57.5149993,0.008619683,64.3412468,1.7432621,2.2298095,17.4355759,31.2090227,13.3314676,188814.2,4830081.0,1933626.0
Alabama,2014,151.4715046,96.4817978,123.7004148,20.7455706,4.5011942,2.8288993,125.39933,6.3288482,5.573555,5.7652119,-57.7568988,0.008619683,65.2000629,1.8363978,2.4691494,18.2446971,31.2015241,12.5652835,187568.0,4841799.0,1970386.0
Alabama,2015,146.5805565,90.526344,120.8687328,18.3133598,4.4102726,2.8668372,120.9584389,6.2766169,5.4759474,5.7444001,-57.7296496,0.008619683,62.1430349,2.0307893,2.12759,17.3340402,32.4601355,10.3078697,189428.8,4852347.0,1923945.0
Alabama,2016,140.0717525,81.911197,115.8979388,17.1260734,3.9871541,2.8860404,115.4483934,6.0820205,5.1257139,5.728751,-58.1396149,0.008619683,55.5009458,2.0765622,1.8638745,17.4097416,34.1756174,9.1283853,191523.4,4863525.0,1929369.0
Alabama,2017,136.1397384,77.4678577,110.290368,19.4666672,4.0287317,2.867528,111.5868764,6.0590026,5.2835256,5.7165615,-57.8948444,0.008619683,50.9064854,1.9789829,1.7339461,17.2148295,33.3696634,11.3842651,193693.0,4874486.0,1901160.0
Alabama,2018,138.6581374,81.1430661,114.0361878,17.6851518,4.0609924,2.8758053,114.0361878,6.0602117,5.380972,5.4367888,-57.5150712,0.008619683,53.8151808,2.2107195,2.2498525,17.9789754,32.7123374,9.7338531,198053.7,4887681.0,1954823.0
Alaska,1990,40.82147,9.0023522,31.0702944,8.333521,0.2750758,0.0411156,37.6753672,0.3766143,0.0314669,0.7539864,-29.2066772,0.0,2.6240556,2.0948019,1.4869001,15.9610038,7.3433738,8.2555327,28772.0,553290.0,14718.64465
Alaska,1991,41.516871,9.1637489,31.7306813,8.3655902,0.2780037,0.0393912,38.2153566,0.4203083,0.0285166,0.8136236,-29.2286587,0.000449872,2.4814102,2.1288717,1.5025924,17.5980408,6.7984512,8.2800574,25821.0,570193.0,15186.7772
Alaska,1992,42.7010853,9.4381752,33.1709637,8.1546078,0.2689625,0.0431307,39.2796124,0.4642042,0.027813,0.7179525,-29.2773607,5.99e-05,2.3093647,2.397068,1.6382104,19.0439611,6.6050111,8.2251373,26151.0,588736.0,15806.1072
Alaska,1993,42.7285672,9.4948217,33.3586614,8.0038601,0.2783095,0.0520002,39.3073627,0.4565491,0.0313142,0.744859,-26.271875,0.000131559,2.3355452,2.4424953,1.6303254,18.6664833,6.6971323,8.3633903,26048.0,599432.0,15720.20185
Alaska,1994,41.9834795,9.322151,32.8765462,7.7534651,0.2876718,0.0726676,38.5184843,0.4871968,0.0295861,0.765145,-26.2436468,0.000547072,2.3486294,2.4656614,1.6654375,18.2374028,6.8072537,7.7820419,26188.0,603308.0,15704.60331
Alaska,1995,45.2128468,10.0737709,36.5757116,7.3312262,0.2930544,0.1142009,41.600995,0.4812297,0.0318142,0.7842013,-26.1941867,0.000527035,2.4267934,2.3850455,1.7008353,21.6302734,7.4917052,7.2006454,27608.0,604412.0,17745.86986
Alaska,1996,45.5973607,10.1637428,37.3277656,6.9946735,0.2959037,0.1437504,42.0328653,0.4505523,0.0308427,0.8081616,-26.1642101,0.000901633,2.5494779,2.5836202,1.6845369,22.709145,7.3013225,6.8048552,27271.0,608569.0,18114.48927
Alaska,1997,45.1299998,10.0540842,37.3839513,6.5164854,0.305042,0.1717306,41.6217779,0.4304001,0.0321574,0.8361221,-26.2211236,0.000650427,2.7548606,2.4431815,1.5956988,21.3368495,8.1934889,6.3715409,37249.0,612968.0,17863.22429
Alaska,1998,45.4986015,10.139182,38.2773442,6.0489838,0.3122601,0.1896456,41.9174408,0.4447639,0.0348671,0.8785138,-26.2580415,0.000743641,2.9289236,2.5418325,1.546209,21.8526852,8.3517081,5.9023244,35341.0,619932.0,18228.31576
Alaska,1999,45.4679921,10.1317441,38.703053,5.6398853,0.3132401,0.2128377,41.8815604,0.4457574,0.035629,0.8860691,-26.2730461,0.000390295,3.0347639,2.6922381,1.8248037,20.792088,8.9884185,5.4462025,34967.0,624779.0,18281.33567
Alaska,2000,45.5508494,10.1504755,39.1874133,5.286856,0.3127733,0.2250718,42.0524668,0.4041578,0.0324742,0.9175493,-26.3047841,0.000382516,3.1826393,2.5643272,1.6277632,20.7563556,9.530662,5.107116,34192.0,627963.0,18702.59701
Alaska,2001,44.5716626,9.9227878,38.2018714,5.278576,0.3106518,0.24177,41.1812603,0.3490827,0.0359168,1.0742571,-26.3078609,0.000459316,3.2645483,2.3719766,1.6967209,20.8379821,8.9288855,5.0433851,35729.0,633714.0,18543.48688
Alaska,2002,44.9412883,10.0086089,38.4429164,5.3859472,0.3049855,0.2555041,41.3904613,0.4019926,0.0370608,1.1120472,-26.3139924,0.000405247,3.2810565,1.9722233,1.5275359,21.2812911,9.1047307,5.1229934,37111.0,642337.0,18471.76888
Alaska,2003,44.9280159,10.0062822,38.4151281,5.3910319,0.304571,0.2669935,41.4617547,0.3651007,0.0382155,1.1172362,-26.2695242,0.000483334,2.9937151,1.8555365,1.5644975,21.0692353,9.537652,5.0800894,36288.0,648414.0,18486.00664
Alaska,2004,48.7548487,10.8959979,42.4023172,5.2580796,0.3098571,0.2780879,43.9555015,0.8472402,0.0397238,1.1255136,-26.2652487,0.00019398,3.1791969,2.1069825,1.6926023,20.3314924,11.5622984,4.9251093,38179.0,659286.0,19535.56903
Alaska,2005,48.3811751,10.8091164,42.4200235,4.9180587,0.3022071,0.2890622,44.6582127,0.3960739,0.0398654,1.167039,-26.2634946,1.81e-05,3.2457336,2.0225975,1.6485818,21.8356364,11.4892306,4.5991701,37774.0,666946.0,20107.37264
Alaska,2006,45.6788366,10.1809215,40.0078218,4.6533867,0.2921186,0.3054592,42.5949406,0.1728529,0.0410777,1.2081039,-26.2590638,1.26e-05,3.4910031,2.3057317,2.0034136,18.5819848,11.5693508,4.3483076,39836.0,675302.0,18819.19545
Alaska,2007,44.0174707,9.7949472,38.496965,4.5163591,0.2773118,0.3227094,40.9827753,0.1753073,0.0440053,1.2504458,-26.2425254,1.72e-05,3.2824886,2.0913965,1.7212841,18.7335674,10.8915209,4.1740957,40694.0,680300.0,18246.20746
Alaska,2008,40.0114825,8.8637196,34.5204255,4.4806062,0.2493979,0.3440471,37.3165523,0.1080985,0.0447865,1.2625737,-26.2347559,8.62e-09,3.274005,2.2624918,1.6566182,16.6031899,9.3526307,4.2678375,41039.0,687455.0,16420.64929
Alaska,2009,37.6398146,8.311778,32.8670613,3.8538801,0.2232111,0.3710759,35.0290523,0.1162202,0.04389,1.2822338,-26.2677482,0.0,3.158061,2.1081868,1.640824,16.9742822,8.2621234,3.5130048,44215.0,698895.0,15913.3818
Alaska,2010,38.4420588,8.4979991,33.8824686,3.6495671,0.2342959,0.3949563,35.7819683,0.1237024,0.0447624,1.2643826,-26.2852745,0.0,3.0495187,2.4773521,1.5750955,16.3508074,9.1070176,3.4474142,43472.0,714046.0,16198.36382
Alaska,2011,38.1378281,8.4273767,33.8171813,3.4466986,0.2203188,0.4046139,35.4856319,0.1266511,0.0436996,1.2667898,-26.2788684,6.46e-06,3.176854,2.6640934,1.6132119,16.5685142,8.6716803,3.2915607,44232.0,723860.0,16075.94428
Alaska,2012,36.9398459,8.1489401,33.3798796,2.7892934,0.2115401,0.4108394,34.5346887,0.1285577,0.0426918,0.7828891,-26.2738454,3.45e-07,3.1399804,2.5514655,1.6431116,17.0515966,8.1427324,2.8317045,57717.5,730443.0,651177.0
Alaska,2013,34.8680428,7.6675284,31.6303485,2.5021833,0.2079395,0.416139,32.3675459,0.21825,0.0423851,0.7280509,-26.2581246,3.45e-07,2.6520496,2.3253405,1.4591852,16.9772392,7.5042234,2.4137908,54748.1,737068.0,618287.0
Alaska,2014,33.606886,7.3744258,30.7318477,2.1877104,0.1963552,0.4246042,31.2122286,0.2172939,0.0420258,0.617256,-26.2518872,3.45e-07,2.9138001,2.2597906,1.3702319,16.6303697,7.0481019,2.1261509,53480.6,736283.0,605257.0
Alaska,2015,34.3854486,7.5554887,31.7173176,2.0010034,0.2049437,0.4328346,31.9384419,0.2221214,0.0441334,0.6202329,-26.2486266,3.45e-07,2.9557928,2.4845327,1.5125907,16.6563047,7.5047826,1.8773229,54015.3,737498.0,623778.0
Alaska,2016,33.5619681,7.3644924,30.7098968,2.1564355,0.2008677,0.4364617,31.1790273,0.2108417,0.0437211,0.624458,-26.2214026,3.45e-07,2.7618603,1.9705244,1.4376834,16.5537621,7.2876292,2.1391812,53289.0,741456.0,607570.0
Alaska,2017,33.4338224,7.3351389,30.6126334,2.1380801,0.1932509,0.4319182,31.0458042,0.2143226,0.0445367,0.6277917,-26.1951318,3.45e-07,2.7933412,1.9826327,1.579384,16.5121476,7.1363446,2.0914099,52825.9,739700.0,609681.0
Alaska,2018,33.552133,7.362741,31.144324,1.7821732,0.1967577,0.4288781,31.144324,0.2236331,0.0487663,0.5903632,-26.189392,3.45e-07,2.6940258,1.9630581,1.3977418,17.0722104,7.3453466,1.7475782,52928.7,735139.0,609786.0
Arizona,1990,77.9281416,77.4537469,66.1182283,4.612034,9.219996,0.8198628,67.9994597,0.7065009,6.8614601,1.3803284,-3.639453614,0.0,33.0367257,1.7960693,1.8635067,3.717485,26.3517131,2.5041718,81606.0,3684097.0,23661.773
Arizona,1991,79.3397075,78.9222037,67.5472429,4.7180455,8.824167,0.8059838,68.9087516,1.0353751,6.5912911,1.4451282,-3.647845406,0.0,33.276024,1.7335773,1.9285119,3.7735002,26.9533758,2.990679,81946.0,3788576.0,23807.09896
Arizona,1992,82.346085,82.0877813,70.2972894,4.8602134,8.7589605,0.8374472,71.8929161,0.9518545,6.5938071,1.506076,-3.632303963,0.0,35.9245787,1.680939,1.7997608,3.7827565,27.3907599,2.7568157,90282.0,3915740.0,24523.59854
Arizona,1993,85.5791107,88.7512502,72.7658686,5.0187098,9.5628046,1.0033001,74.5022796,1.0551567,6.9460009,1.5957517,-0.752123235,0.0,37.1643989,1.6459041,1.7560047,3.7949487,28.8393115,2.6735924,94916.0,4065440.0,24930.74811
Arizona,1994,88.8774713,92.1368752,75.6878904,5.2069264,9.2377648,1.1947794,77.4176632,1.2205643,6.8079611,1.672517,-0.811856882,0.0,38.6158355,1.7307686,1.8364059,4.1812749,29.6597265,2.8243474,104104.0,4245089.0,26279.20269
Arizona,1995,84.3081822,87.4633602,70.6375533,5.3163866,9.4919189,1.6295076,72.0699205,1.6267032,6.9694426,1.7653365,-0.714466702,0.0,32.8080953,1.6966992,1.7287185,4.4983685,30.199483,2.5824972,112019.0,4432499.0,27191.15019
Arizona,1996,87.5184432,90.7877909,73.1259703,5.4693333,9.8533453,1.9263655,74.1035717,2.1185824,7.1486375,1.8566559,-0.746918931,0.0,32.8036183,1.7755617,1.696759,4.6717214,32.0759872,2.2797496,120869.0,4586940.0,28852.9615
Arizona,1997,91.3213181,94.8061955,76.8572893,5.1242503,9.7943732,2.1793127,77.4455878,2.5515896,7.064791,1.5628389,-0.714826487,0.0,35.5524056,1.8758464,1.8884546,4.7773781,32.1084399,2.5516462,141474.0,4736990.0,29461.1281
Arizona,1998,96.5238526,100.224615,81.3188098,5.2086274,9.9416413,2.561173,82.0989774,2.7099533,7.1663253,1.6022467,-0.740304023,0.0,37.4523252,2.1577359,2.2002205,4.5117454,34.5175428,2.462382,154770.0,4883342.0,30815.22738
Arizona,1999,100.9360682,104.8263146,85.5411525,5.1041234,9.5559999,2.8145897,86.424893,2.807335,7.0449289,1.4876113,-0.756293515,0.0,40.0122896,2.0869792,2.11579,4.605637,36.3064312,2.5571834,167704.0,5023823.0,31863.58019
Arizona,2000,106.1109324,110.131142,91.5057585,3.9714058,9.6392326,2.8384079,92.4587803,2.8476736,6.9356539,0.6259005,-0.856114812,0.0,44.9462037,2.077667,2.1700364,4.5807863,37.2005084,2.8382454,178845.0,5160586.0,33048.23751
Arizona,2001,110.1853373,114.40565,93.6113435,5.9886305,9.868718,2.696486,94.8292723,2.5588204,7.4254003,2.1066577,-0.848804741,0.0,46.2042963,1.9724361,2.1973701,4.6699058,38.289539,2.8948424,185464.0,5273477.0,33309.50673
Arizona,2002,109.5813168,113.7341302,92.7842391,6.0110196,9.9402571,2.8842989,94.0230077,2.5656896,7.7089297,2.119872,-0.88312869,0.0,45.2154441,2.0475513,2.174145,4.1573101,39.0534633,2.7610099,189985.0,5396255.0,33156.74689
Arizona,2003,112.0011791,116.332133,94.8363627,6.0756398,10.5181263,2.8706619,95.9082613,2.6294851,8.2227667,2.119283,-0.82669171,0.0,46.3632593,1.935365,2.1440768,3.9296787,40.2012044,2.6117174,199895.0,5510364.0,33640.27638
Arizona,2004,119.6012429,124.3047511,102.1351039,6.146116,10.3861431,2.8628269,103.2148925,2.6334996,8.1268441,2.2191453,-0.813672728,0.0,52.0084706,1.9097851,2.2519856,4.4235807,41.0193114,2.7358053,207289.0,5652404.0,34932.4351
Arizona,2005,119.8902335,124.5496558,102.1952459,6.565291,9.8805677,2.8900054,103.2466578,2.6310453,8.2956646,2.3358866,-0.864356221,0.0,51.1181028,1.8979107,2.1589232,4.8460347,41.6568429,2.5950375,222569.0,5839077.0,35982.24949
Arizona,2006,123.4911666,128.2731388,105.6074164,6.7709546,9.0817976,3.0541918,106.5037793,2.7624664,8.0897132,2.4606208,-0.905601888,0.0,53.0768365,1.9249484,2.1723561,4.8852402,42.8625993,1.7980025,238371.0,6029141.0,37160.90931
Arizona,2007,125.9919829,130.9488003,107.5799628,7.1604673,9.0612478,3.1283037,108.3842567,2.8044792,8.510705,2.6165715,-0.855407874,0.0,55.5460498,2.0061371,2.2993047,4.7060565,42.113296,1.7430166,243950.0,6167681.0,37923.67531
Arizona,2008,126.4727326,131.4814784,107.749384,7.3036456,9.1134522,3.2606983,108.6111732,2.7937242,8.8327428,2.6486717,-0.82966633,0.0,57.9767329,2.2802524,2.4468994,5.2120345,38.6514731,1.7505207,241134.0,6280362.0,37172.04753
Arizona,2009,116.5082568,121.0636713,98.1915371,7.2790049,8.8725147,3.3554407,99.1368517,2.6233653,8.9820618,2.6563619,-0.815874845,0.0,52.7876034,2.073361,2.1654144,4.0630066,36.3016872,1.6288921,221405.0,6343154.0,34992.76289
Arizona,2010,117.8308458,122.4855818,100.2239255,6.784106,7.9492675,3.4135864,101.0348689,2.7004127,8.1046557,2.5286341,-0.783308704,0.0,54.7008142,2.2228008,2.3086087,4.4631905,35.407363,1.6754754,221016.0,6410810.0,35045.15281
Arizona,2011,115.769994,120.2635406,98.2985388,6.70874,7.6960196,3.5224409,98.9551676,2.8070652,7.8717678,2.5775496,-0.839699656,0.0,52.5881577,2.2463058,2.3864092,4.8069122,35.0230546,1.750254,224787.0,6467315.0,36072.99317
Arizona,2012,113.345505,117.702559,96.3160296,6.5435432,7.2576339,3.5019836,96.784836,2.842926,7.9406739,2.3325612,-0.859354838,0.0,51.6450421,2.1824717,2.0722111,4.7179732,34.321906,1.6168253,268068.2,6554978.0,1394326.0
Arizona,2013,117.5482516,122.1996659,100.3370053,6.5249222,7.2524488,3.5373301,100.7230213,2.913945,7.869106,2.3846819,-0.774540777,0.0,55.034585,2.2218307,2.3918438,4.3778101,34.7292477,1.635149,269967.4,6632764.0,1411465.0
Arizona,2014,115.7118522,120.3607949,98.3140364,6.6526002,7.2552905,3.6691654,98.5704617,3.0461945,7.9770428,2.4452143,-0.70076914,0.0,53.3990033,2.0995995,2.0194311,4.2508622,34.9631602,1.7463592,274112.9,6730413.0,1420260.0
Arizona,2015,113.4770705,118.0169776,95.991748,6.6770677,7.3484788,3.7786374,96.1679512,3.1267448,8.0255666,2.5002385,-0.704146485,0.0,49.9676199,2.6944471,2.1247644,4.1094157,35.5438262,1.4784558,281935.6,6829676.0,1442275.0
Arizona,2016,109.128135,113.4569719,91.9822852,6.6232172,6.8530516,3.8502218,92.1709808,3.1085294,7.7694917,2.4903623,-0.709738879,0.0,44.5797695,2.8273561,2.177705,4.3134159,36.7909961,1.1598101,291259.6,6941072.0,1473592.0
Arizona,2017,108.5593448,112.9179787,91.1843321,6.878728,6.8371394,3.8700767,91.2334432,3.1799954,8.0015011,2.5794337,-0.660038309,0.0,43.7667981,2.6983721,2.0543523,4.5902295,36.6615469,1.3285118,302117.8,7044008.0,1474130.0
Arizona,2018,112.9657797,117.5854962,95.2905245,6.9768184,6.7660328,3.932404,95.2905245,3.2631769,8.0195501,2.6284797,-0.61288441,0.0,46.7831505,2.6916255,2.2420834,4.317083,37.7200228,1.3754868,314016.1,7158024.0,1487797.0
Arkansas,1990,74.5287458,26.2583974,50.9850828,15.6393994,7.83349,0.2298465,52.4080339,0.2649975,18.0821416,1.7445994,-46.9055165,0.0,21.9737552,1.5862645,2.480518,8.5393433,16.7017835,2.0100872,44496.0,2356586.0,21569.30091
Arkansas,1991,73.1526873,25.0851146,50.0330431,15.6523551,7.5511326,0.2271699,51.4939438,0.2481828,17.6136611,1.826483,-46.6841577,0.0,22.1163105,1.5950158,2.5337012,7.3884842,16.8930412,1.9024969,46498.0,2383144.0,21306.89771
Arkansas,1992,75.8658436,28.5808614,51.6595778,16.4752614,7.8975973,0.2375312,53.3551175,0.2593913,18.3611547,1.8525717,-46.0134018,0.0,22.5005846,1.5525323,2.4176162,8.7497953,16.8694616,2.3313146,49260.0,2415984.0,22036.07268
Arkansas,1993,75.5533766,29.6172146,50.9764217,16.0412273,8.3800487,0.285918,52.5519045,0.3123716,18.6277012,1.8987753,-44.7432116,0.0,20.1475592,1.7760204,2.7998946,8.8490671,17.626857,2.3539406,50756.0,2456303.0,23933.87804
Arkansas,1994,80.2525597,33.7128361,54.8866617,17.1911459,8.1922566,0.3536503,56.4640973,0.3473808,19.0601287,1.9384481,-45.4158879,0.0,22.4226524,1.7129552,2.5979352,9.5707067,18.807104,2.3449767,53641.0,2494019.0,24697.72762
Arkansas,1995,83.8397559,38.6637157,58.1320592,17.2756614,8.140206,0.5050455,59.9290049,0.3877235,18.826581,1.9223684,-44.2209879,0.0,24.3815149,1.758689,2.6736169,10.4033684,19.2193181,2.6050983,55836.0,2535399.0,25975.42178
Arkansas,1996,86.7688661,41.2218312,60.7304527,16.1625742,8.7249025,0.6072102,62.6088001,0.4138091,19.0174773,1.7569421,-44.6353954,0.0,26.6660205,1.8631472,2.8231305,10.2058056,19.6190631,2.6372404,58346.0,2572109.0,26415.75919
Arkansas,1997,88.0749832,43.6496013,62.1293915,16.8312232,8.1917106,0.7027873,61.4659764,1.000955,18.8435879,1.7782157,-43.6149522,0.0,24.9705251,1.7547612,2.5946351,10.5690816,20.170027,2.4069771,71547.0,2601090.0,26901.58184
Arkansas,1998,88.61855,44.3954058,62.9422525,17.0135713,7.8196337,0.7556777,62.1360184,1.0538581,18.3670996,1.8136393,-43.4380104,0.0,25.9149369,1.7146512,2.2999519,10.439283,20.370563,2.4855399,72648.0,2626289.0,27408.19414
Arkansas,1999,91.4362092,47.4076282,65.1481931,17.8607439,7.7098176,0.8372794,64.7139651,1.0404089,18.4775774,1.8821326,-43.3202768,0.0,26.9822018,1.7483895,2.6066504,9.9711932,21.5744981,3.6937907,76595.0,2651860.0,27846.49039
Arkansas,2000,90.4020971,45.7315419,65.2440467,16.7319832,7.3336578,0.9073158,64.5622787,1.0614322,17.3536958,1.9354668,-43.8977686,0.0,26.6155125,2.0601522,2.8517757,10.0386664,21.6157823,2.5539502,77539.0,2678588.0,28869.11443
Arkansas,2001,90.7455927,47.4723884,63.9819456,18.0990886,7.9104663,0.9605345,63.8718273,0.9674721,18.7667158,2.1261205,-42.5971397,0.0,27.169051,2.0913438,2.5987601,10.0094871,20.4224982,3.0776735,78447.0,2691571.0,27733.44509
Arkansas,2002,89.7938159,47.2757329,63.1285508,17.9965709,7.8944677,0.9974006,62.9667209,1.0672833,18.4758645,1.9501094,-41.8682675,0.0,25.7294114,2.0859619,2.5653148,9.6216552,20.9643336,4.0897142,80583.0,2705927.0,28295.06806
Arkansas,2003,91.1552426,50.1475877,63.9406453,17.9043318,8.2932709,1.0288968,63.8863003,1.0893948,18.9768956,1.7981207,-40.4850387,0.0,26.517006,2.1331131,2.4362294,9.7200724,20.8835216,4.5894727,83054.0,2724816.0,27835.32698
Arkansas,2004,90.9759265,51.2728565,64.3050911,17.0491957,8.2531321,1.0557855,63.2351425,1.1009224,19.3839152,1.8745563,-39.2593166,0.0,27.3558946,1.977228,2.207524,9.4393435,21.0844858,2.2627129,86060.0,2749686.0,27619.3162
Arkansas,2005,87.2859333,48.5975078,61.9277284,17.1087403,7.3066374,1.0932845,61.0324539,1.0513547,18.1276894,1.8659387,-38.2247863,0.0,25.4904471,2.0806212,2.1385467,9.1347423,21.012071,2.2307158,88501.0,2781097.0,28212.53945
Arkansas,2006,88.7126523,49.8775018,63.7983431,15.8850154,7.4283742,1.1475537,62.8933807,1.0785944,17.4644408,1.8249767,-38.3948177,0.0,27.6370743,1.8371298,2.0522815,9.2220091,20.9553601,2.3862435,90861.0,2821761.0,28129.80924
Arkansas,2007,90.7922339,52.8510605,64.9953948,16.2409533,7.8244046,1.2071187,64.4118401,1.0756421,17.9176732,1.9063743,-37.6052652,0.0,28.8075846,1.8242922,2.0794954,9.045854,21.2242935,3.0770769,91312.0,2848650.0,28524.30862
